_type,Stream Name,ProviderCodes,Ratings,NtworkId,Stream_Id,udbServiceId,CC Status,SAP Status,Live_Stream_URL,Playback_URL
TVE/Linear/Stream,The Weather Channel,jf,TVPG,0,5208407842651355163,MH0000061031,True,False,http://xfinitytv.comcast.net/live/network/theweatherchannel,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/WEAHD_HD_TVE_16251_0_5208407842651355163/index.m3u8
TVE/Linear/Stream,Fox News,eh,TVY,137,8269715775302958163,MH0000061015,True,False,http://xfinitytv.comcast.net/live/network/foxnews,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/FNCHD_HD_TVE_16756_0_8269715775302958163/index.m3u8
TVE/Linear/Stream,CNN,cd,TVY,46,5194129420280002163,MH0000060733,True,False,http://xfinitytv.comcast.net/live/network/cnn,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/CNNHD_HD_TVE_16141_0_5194129420280002163/index.m3u8
TVE/Linear/Stream,HLN,ce,TV14,435,8507942118482361163,MH0000060733,True,False,http://xfinitytv.comcast.net/live/network/hln,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/HLNHD_HD_TVE_18324_0_8507942118482361163/index.m3u8
TVE/Linear/Stream,MSNBC,ct,TVPG,65,6897825815705097163,MSTR6897825815705097,True,False,http://xfinitytv.comcast.net/live/network/msnbc,http://dai.cimcontent.net/TVE/HLS/MSNBC_HD_TVE_18292_0_6897825815705097163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR6897825815705097&DeviceId=x
TVE/Linear/Stream,CNBC,cs,TVPG,550,5944672842307940163,MSTR5944672842307940,True,False,http://xfinitytv.comcast.net/live/network/cnbc,http://dai.cimcontent.net/TVE/HLS/CNBCD_HD_TVE_16332_0_5944672842307940163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR5944672842307940&DeviceId=x
TVE/Linear/Stream,Fox Business,eg,TVY,579,6844794411799320163,MH0000061016,True,False,http://xfinitytv.comcast.net/live/network/foxbusiness,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/FBNHD_HD_TVE_16298_0_6844794411799320163/index.m3u8
TVE/Linear/Stream,BBC World News,gn,TVY,470,8105771018649845163,MH0000060714,True,False,http://xfinitytv.comcast.net/live/network/bbcworldnews,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/BBCW_SD_TVE_20141_0_8105771018649845163/index.m3u8
TVE/Linear/Stream,CSPAN,iz,TVY,239,8903361139616144163,MH0000060990,True,True,http://xfinitytv.comcast.net/live/network/cspan,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/CPN1H_HD_TVE_19389_0_8903361139616144163/index.m3u8
TVE/Linear/Stream,CSPAN2,iz,TVY,240,6520902178727911163,MH0000060990,True,True,http://xfinitytv.comcast.net/live/network/cspan2,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/CPN2D_HD_TVE_19390_0_6520902178727911163/index.m3u8
TVE/Linear/Stream,CSPAN3,iz,TVY,241,6691874709518503163,MH0000060990,True,True,http://xfinitytv.comcast.net/live/network/cspan3,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/CPN3H_HD_TVE_19799_0_6691874709518503163/index.m3u8
TVE/Linear/Stream,ESPN,cn,TVY,51,3811c43a4d42eff6be6e5173917e4652a35b33b6,,True,True,http://xfinitytv.comcast.net/live/network/espn,espn:espn1
TVE/Linear/Stream,ESPN2,co,TVY,250,5de2071fd58a3cb3bcf6b09f060a0b41a5bd5c50,,True,True,http://xfinitytv.comcast.net/live/network/espn2,espn:espn2
TVE/Linear/Stream,ESPN3,a,TVY,580,3c1fec14b265e05d8d411a6fea5de4b11edd1832,,True,True,http://xfinitytv.comcast.net/live/network/espn3,espn:espn3
TVE/Linear/Stream,Fox Sports 1,jc,TVPG,595,6246274961726988163,MH0000060872,True,True,http://xfinitytv.comcast.net/live/network/foxsports1,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/FS1HD_HD_TVE_24912_0_6246274961726988163/index.m3u8
TVE/Linear/Stream,NBC Sports,cv,TVPG,489,8266765452258417163,MSTR8266765452258417,True,False,http://xfinitytv.comcast.net/live/network/nbcsports,http://dai.cimcontent.net/TVE/HLS/NBCSP_HD_TVE_15201_0_8266765452258417163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR8266765452258417&DeviceId=x
TVE/Linear/Stream,Golf Channel,cu,TV14,168,8797632229356177163,MSTR8797632229356177,True,False,http://xfinitytv.comcast.net/live/network/golfchannel,http://dai.cimcontent.net/TVE/HLS/GOLFD_HD_TVE_16403_0_8797632229356177163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR8797632229356177&DeviceId=x
TVE/Linear/Stream,Big Ten,bc,TVY,431,5045303329434493163,MH0000060651,True,True,http://xfinitytv.comcast.net/live/network/big10network,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/BTNHD_HD_TVE_16033_0_5045303329434493163/index.m3u8
TVE/Linear/Stream,SEC Network,jn,TVY,603,1b62ce91111a86934bbb7f3c544c67e5328146fd,MH0000061058,True,True,http://xfinitytv.comcast.net/live/network/sec,espn:sec
TVE/Linear/Stream,Pac-12,cm,TVY,587,8139950547194553163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12network,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/PAC12_HD_TVE_24290_0_8139950547194553163/index.m3u8
TVE/Linear/Stream,beIN SPORTS,jg,TVG,528,5655019161883635163,MH0000060985,True,True,http://xfinitytv.comcast.net/live/network/beinsports,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/beIN_SD_TVE_24397_0_5655019161883635163/index.m3u8
TVE/Linear/Stream,ESPNews,ja,TVY,252,12f97e28c91ca0f939e8a0403b5e1f93e628489b,,True,True,http://xfinitytv.comcast.net/live/network/espnews,espn:espnews
TVE/Linear/Stream,ESPN Deportes,hr,TVY,510,7730ab3955b8b626453ab16fab24362d7c589f63,,True,True,http://xfinitytv.comcast.net/live/network/espndeportes,espn:espndeportes
TVE/Linear/Stream,Fox Deportes,ej,TVY,567,6605574057898727163,MH0000060936,True,True,http://xfinitytv.comcast.net/live/network/foxdeportes,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/FXDED_HD_TVE_23866_0_6605574057898727163/index.m3u8
TVE/Linear/Stream,beIN Sports en Español,dd,TVG,540,5693926108935799163,MH0000060986,True,True,http://xfinitytv.comcast.net/live/network/beinsportsesp,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/beIN_HD_TVE_24398_0_5693926108935799163/index.m3u8
TVE/Linear/Stream,Univision Deportes Network,jo,TVY,8005530728268789105,7642147744339498163,MH0000061060,True,True,http://xfinitytv.comcast.net/live/network/univisiondeportes,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/UNIDE_HD_TVE_25039_0_7642147744339498163/index.m3u8
TVE/Linear/Stream,Latin American Sports,jp,TVY,0,9164254215700301163,MH0000061063,False,False,http://xfinitytv.comcast.net/live/network/latinamericansports,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/LAS_SD_TVE_24458_0_9164254215700301163/index.m3u8
TVE/Linear/Stream,ESPNU,cp,TVY,509,f7bc0fdf01528eb2266c9e863d4d3e163753fe4d,,True,True,http://xfinitytv.comcast.net/live/network/espnu,espn:espnu
TVE/Linear/Stream,SEC Plus,jn,TVY,603,1ae4f67a007147f9dc91960fb03a27df44b452d7,MH0000061058,True,True,http://xfinitytv.comcast.net/live/network/secplus,espn:secplus
TVE/Linear/Stream,Outdoor Channel,dc,TVPG,538,8793688467279780163,MH0000061006,True,False,http://xfinitytv.comcast.net/live/network/outdoorchannel,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/OUTHD_HD_TVE_12972_0_8793688467279780163/index.m3u8
TVE/Linear/Stream,Pac-12 Arizona,cm,TVY,583,6228225801507589163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12networkarizona,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/P12AZ_HD_TVE_24292_0_6228225801507589163/index.m3u8
TVE/Linear/Stream,Pac-12 Bay Area,cm,TVY,584,6210197803658452163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12networkbayarea,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/P12BA_HD_TVE_24272_0_6210197803658452163/index.m3u8
TVE/Linear/Stream,Pac-12 Los Angeles,cm,TVY,585,4895562865157982163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12networklosangeles,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/P12LA_HD_TVE_24296_0_4895562865157982163/index.m3u8
TVE/Linear/Stream,Pac-12 Mountain,cm,TVY,586,7611846845661802163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12networkmountain,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/P12MT_HD_TVE_24294_0_7611846845661802163/index.m3u8
TVE/Linear/Stream,Pac-12 Oregon,cm,TVY,588,6852405047047501163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12networkoregon,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/P12OR_HD_TVE_24274_0_6852405047047501163/index.m3u8
TVE/Linear/Stream,Pac-12 Washington,cm,TVY,589,6022553588281889163,MH0000060974,True,True,http://xfinitytv.comcast.net/live/network/pac12networkwashington,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/P12WA_HD_TVE_24270_0_6022553588281889163/index.m3u8
TVE/Linear/Stream,Willow,iv,TVPG,578,8270990410729265163,MH0000061020,True,False,http://xfinitytv.comcast.net/live/network/willow,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/WPLS_SD_TVE_19783_0_8270990410729265163/index.m3u8
TVE/Linear/Stream,Disney Junior,cq,TVY,513,6a82e6d569bf1ac00cac5d13f9fe9948b660cf6f,,True,True,http://xfinitytv.comcast.net/live/network/disneyjunior,disney:disneyjunior
TVE/Linear/Stream,Nick Jr.,bt,TVY,153,7395647034828803163,MH0000060639,True,False,http://xfinitytv.comcast.net/live/network/nickjr,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/NJRHD_HD_TVE_24946_0_7395647034828803163/index.m3u8
TVE/Linear/Stream,Sprout,db,TVG,295,9032710565050892163,MSTR9032710565050892,True,True,http://xfinitytv.comcast.net/live/network/sprout,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/SPRHD_HD_TVE_19328_0_9032710565050892163/index.m3u8
TVE/Linear/Stream,Disney Channel,at,TVY,12,7802493585548811117,,True,True,http://xfinitytv.comcast.net/live/network/disneychannel,disney:disneychannel
TVE/Linear/Stream,Disney XD,au,TVY,324,326bcde92b926146800d95e97e314368db85dbd2,,True,True,http://xfinitytv.comcast.net/live/network/disneyxd,disney:disneyxd
TVE/Linear/Stream,Nickelodeon,bs,TVY,5172888478485594123,5595372554948480163,MH0000060681,True,True,http://xfinitytv.comcast.net/live/network/nickelodeon,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/NICHD_HD_TVE_16713_0_5595372554948480163/index.m3u8
TVE/Linear/Stream,ABC Family,im,TV14,87,f045f6e5cb54018e54f7621bad14cd9b9a2a73c5,,True,True,http://xfinitytv.comcast.net/live/network/abcfamily,disney:abcfamily
TVE/Linear/Stream,A&E,de,TV14,9,6938503237988355163,MH0000060697,True,False,http://xfinitytv.comcast.net/live/network/ae,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/AnEHD_HD_TVE_14710_0_6938503237988355163/index.m3u8
TVE/Linear/Stream,USA,dy,TV14,22,5991661903371413163,MH0000060906,True,False,http://xfinitytv.comcast.net/live/network/usa,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/USAHD_HD_TVE_16129_0_5991661903371413163/index.m3u8
TVE/Linear/Stream,TNT,ch,TVMA,113,5376289352894178163,MSTR5376289352894178,True,True,http://xfinitytv.comcast.net/live/network/tnt,http://dai.cimcontent.net/TVE/HLS/TNTHD_HD_TVE_11911_0_5376289352894178163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR5376289352894178&DeviceId=x
TVE/Linear/Stream,FX,by,TVMA,55,6021538885622516163,MH0000060692,True,True,http://xfinitytv.comcast.net/live/network/fx,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/FXHD_HD_TVE_16346_0_6021538885622516163/index.m3u8
TVE/Linear/Stream,FXX,by,TVMA,576,6394112279203507163,MH0000060692,True,True,http://xfinitytv.comcast.net/live/network/fxx,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/FXXHD_HD_TVE_24902_0_6394112279203507163/index.m3u8
TVE/Linear/Stream,Syfy,ea,TV14,33,4616256109595995163,MH0000060885,True,False,http://xfinitytv.comcast.net/live/network/syfy,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/SyfyD_HD_TVE_16291_0_4616256109595995163/index.m3u8
TVE/Linear/Stream,Spike,bv,TV14,8917700098686895123,6512663565916153163,MH0000060706,True,True,http://xfinitytv.comcast.net/live/network/spike,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SPKHD_HD_TVE_16547_0_6512663565916153163/index.m3u8
TVE/Linear/Stream,BBC America,gm,TVY,39,5966606895194073163,MH0000060712,True,False,http://xfinitytv.comcast.net/live/network/bbcamerica,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/BBCAM_HD_TVE_18399_0_5966606895194073163/index.m3u8
TVE/Linear/Stream,AMC,ds,TVMA,30,8974454971835216163,MH0000060706,True,False,http://xfinitytv.comcast.net/live/network/amc,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/AMCHD_HD_TVE_16414_0_8974454971835216163/index.m3u8
TVE/Linear/Stream,TBS,cf,TVMA,19,7062422138357055163,MSTR7062422138357055,True,True,http://xfinitytv.comcast.net/live/network/tbs,http://dai.cimcontent.net/TVE/HLS/TBSHD_HD_TVE_12817_0_7062422138357055163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR7062422138357055&DeviceId=x
TVE/Linear/Stream,Comedy Central,bn,TVMA,5273813616540653123,8116541833579774163,MH0000060706,True,True,http://xfinitytv.comcast.net/live/network/comedycentral,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/CMDYD_HD_TVE_17354_0_8116541833579774163/index.m3u8
TVE/Linear/Stream,IFC,dv,TVMA,98,6443985508637575163,MH0000060794,True,False,http://xfinitytv.comcast.net/live/network/ifc,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/IFCHD_HD_TVE_16412_0_6443985508637575163/index.m3u8
TVE/Linear/Stream,Investigation Discovery,gq,TVPG,433,5074908009763240163,MH0000060745,True,False,http://xfinitytv.comcast.net/live/network/investigationdiscovery,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/IDHD_HD_TVE_18662_0_5074908009763240163/index.m3u8
TVE/Linear/Stream,TruTV,ci,TVMA,10,5664101104938653163,MSTR5664101104938653,True,False,http://xfinitytv.comcast.net/live/network/trutv,http://dai.cimcontent.net/TVE/HLS/TRTVD_HD_TVE_18411_0_5664101104938653163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR5664101104938653&DeviceId=x
